"provname","epiyr","biweek","sus_reconstruction","rsquared","beta","CI","alpha"
"Kandal",2019,6,"gaussian",0.62,0.00038,"[0.00035-4e-04]",0.666
"Kandal",2019,7,"gaussian",0.62,0.00033,"[0.00031-0.00036]",0.666
"Kandal",2019,8,"gaussian",0.62,0.00043,"[4e-04-0.00047]",0.666
"Kandal",2019,9,"gaussian",0.62,0.00052,"[0.00049-0.00056]",0.666
"Kandal",2019,10,"gaussian",0.62,0.00051,"[0.00047-0.00055]",0.666
"Kandal",2019,11,"gaussian",0.62,0.00058,"[0.00054-0.00062]",0.666
"Kandal",2019,12,"gaussian",0.62,0.00051,"[0.00047-0.00055]",0.666
"Kandal",2019,13,"gaussian",0.62,0.00059,"[0.00054-0.00064]",0.666
"Kandal",2019,14,"gaussian",0.62,0.00054,"[5e-04-0.00059]",0.666
"Kandal",2019,15,"gaussian",0.62,0.00062,"[0.00057-0.00067]",0.666
"Kandal",2019,16,"gaussian",0.62,0.00062,"[0.00057-0.00067]",0.666
"Kandal",2019,17,"gaussian",0.62,0.00055,"[0.00051-6e-04]",0.666
"Kandal",2019,18,"gaussian",0.62,0.00065,"[6e-04-7e-04]",0.666
"Kandal",2019,19,"gaussian",0.62,0.00058,"[0.00053-0.00063]",0.666
"Kandal",2019,20,"gaussian",0.62,0.00069,"[0.00063-0.00074]",0.666
"Kandal",2019,21,"gaussian",0.62,0.00069,"[0.00064-0.00074]",0.666
"Kandal",2019,22,"gaussian",0.62,0.00078,"[0.00072-0.00084]",0.666
"Kandal",2019,23,"gaussian",0.62,0.00056,"[0.00051-6e-04]",0.666
"Kandal",2019,24,"gaussian",0.62,0.00055,"[0.00051-0.00059]",0.666
"Kandal",2019,25,"gaussian",0.62,0.00059,"[0.00055-0.00064]",0.666
"Kandal",2019,26,"gaussian",0.62,0.00047,"[0.00044-0.00051]",0.666
"Kep",2007,1,"gaussian",0.68,0.038,"[0.022-0.067]",0.255
"Kep",2007,2,"gaussian",0.68,0.038,"[0.022-0.067]",0.255
"Kep",2007,3,"gaussian",0.68,0.038,"[0.022-0.067]",0.255
"Kep",2007,4,"gaussian",0.68,0.041,"[0.023-0.072]",0.255
"Kep",2007,5,"gaussian",0.68,0.037,"[0.021-0.067]",0.255
"Kep",2007,6,"gaussian",0.68,0.038,"[0.021-0.067]",0.255
"Kep",2007,7,"gaussian",0.68,0.037,"[0.021-0.066]",0.255
"Kep",2007,8,"gaussian",0.68,0.037,"[0.021-0.066]",0.255
"Kep",2007,9,"gaussian",0.68,0.037,"[0.021-0.065]",0.255
"Kep",2007,10,"gaussian",0.68,0.039,"[0.022-0.069]",0.255
"Kep",2007,11,"gaussian",0.68,0.046,"[0.026-0.081]",0.255
"Kep",2007,12,"gaussian",0.68,0.04,"[0.022-0.074]",0.255
"Kep",2007,13,"gaussian",0.68,0.046,"[0.026-0.083]",0.255
"Kep",2007,14,"gaussian",0.68,0.047,"[0.026-0.085]",0.255
"Kep",2007,15,"gaussian",0.68,0.039,"[0.021-0.072]",0.255
"Kep",2007,16,"gaussian",0.68,0.037,"[0.021-0.067]",0.255
"Kep",2007,17,"gaussian",0.68,0.038,"[0.022-0.067]",0.255
"Kep",2007,18,"gaussian",0.68,0.038,"[0.022-0.067]",0.255
"Kep",2007,19,"gaussian",0.68,0.05,"[0.028-0.088]",0.255
"Kep",2007,20,"gaussian",0.68,0.04,"[0.022-0.074]",0.255
"Kep",2007,21,"gaussian",0.68,0.036,"[0.02-0.066]",0.255
"Kep",2007,22,"gaussian",0.68,0.04,"[0.023-0.07]",0.255
"Kep",2007,23,"gaussian",0.68,0.048,"[0.027-0.085]",0.255
"Kep",2007,24,"gaussian",0.68,0.035,"[0.019-0.063]",0.255
"Kep",2007,25,"gaussian",0.68,0.036,"[0.02-0.062]",0.255
"Kep",2007,26,"gaussian",0.68,0.039,"[0.022-0.069]",0.255
"Kep",2012,1,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,2,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,3,"gaussian",0.85,0.054,"[0.025-0.12]",0.153
"Kep",2012,4,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,5,"gaussian",0.85,0.054,"[0.025-0.12]",0.153
"Kep",2012,6,"gaussian",0.85,0.054,"[0.024-0.12]",0.153
"Kep",2012,7,"gaussian",0.85,0.053,"[0.024-0.12]",0.153
"Kep",2012,8,"gaussian",0.85,0.052,"[0.024-0.11]",0.153
"Kep",2012,9,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,10,"gaussian",0.85,0.059,"[0.027-0.13]",0.153
"Kep",2012,11,"gaussian",0.85,0.059,"[0.027-0.13]",0.153
"Kep",2012,12,"gaussian",0.85,0.06,"[0.027-0.13]",0.153
"Kep",2012,13,"gaussian",0.85,0.053,"[0.024-0.12]",0.153
"Kep",2012,14,"gaussian",0.85,0.048,"[0.022-0.1]",0.153
"Kep",2012,15,"gaussian",0.85,0.064,"[0.03-0.13]",0.153
"Kep",2012,16,"gaussian",0.85,0.061,"[0.027-0.14]",0.153
"Kep",2012,17,"gaussian",0.85,0.051,"[0.023-0.11]",0.153
"Kep",2012,18,"gaussian",0.85,0.065,"[0.03-0.14]",0.153
"Kep",2012,19,"gaussian",0.85,0.053,"[0.023-0.12]",0.153
"Kep",2012,20,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,21,"gaussian",0.85,0.055,"[0.025-0.12]",0.153
"Kep",2012,22,"gaussian",0.85,0.054,"[0.025-0.12]",0.153
"Kep",2012,23,"gaussian",0.85,0.054,"[0.024-0.12]",0.153
"Kep",2012,24,"gaussian",0.85,0.052,"[0.024-0.11]",0.153
"Kep",2012,25,"gaussian",0.85,0.051,"[0.023-0.11]",0.153
"Kep",2012,26,"gaussian",0.85,0.057,"[0.025-0.13]",0.153
"Kep",2019,1,"gaussian",0.3,0.061,"[0.033-0.11]",0.08
"Kep",2019,2,"gaussian",0.3,0.061,"[0.033-0.11]",0.08
"Kep",2019,3,"gaussian",0.3,0.061,"[0.033-0.11]",0.08
"Kep",2019,4,"gaussian",0.3,0.061,"[0.033-0.11]",0.08
"Kep",2019,5,"gaussian",0.3,0.065,"[0.035-0.12]",0.08
"Kep",2019,6,"gaussian",0.3,0.06,"[0.032-0.11]",0.08
"Kep",2019,7,"gaussian",0.3,0.06,"[0.032-0.11]",0.08
"Kep",2019,8,"gaussian",0.3,0.06,"[0.032-0.11]",0.08
"Kep",2019,9,"gaussian",0.3,0.06,"[0.032-0.11]",0.08
"Kep",2019,10,"gaussian",0.3,0.083,"[0.045-0.16]",0.08
"Kep",2019,11,"gaussian",0.3,0.066,"[0.034-0.13]",0.08
"Kep",2019,12,"gaussian",0.3,0.071,"[0.037-0.13]",0.08
"Kep",2019,13,"gaussian",0.3,0.07,"[0.036-0.13]",0.08
"Kep",2019,14,"gaussian",0.3,0.077,"[0.04-0.15]",0.08
"Kep",2019,15,"gaussian",0.3,0.063,"[0.033-0.12]",0.08
"Kep",2019,16,"gaussian",0.3,0.064,"[0.034-0.12]",0.08
"Kep",2019,17,"gaussian",0.3,0.069,"[0.037-0.13]",0.08
"Kep",2019,18,"gaussian",0.3,0.064,"[0.033-0.12]",0.08
"Kep",2019,19,"gaussian",0.3,0.068,"[0.036-0.13]",0.08
"Kep",2019,20,"gaussian",0.3,0.073,"[0.039-0.14]",0.08
"Kep",2019,21,"gaussian",0.3,0.063,"[0.033-0.12]",0.08
"Kep",2019,22,"gaussian",0.3,0.063,"[0.033-0.12]",0.08
"Kep",2019,23,"gaussian",0.3,0.062,"[0.033-0.12]",0.08
"Kep",2019,24,"gaussian",0.3,0.061,"[0.033-0.11]",0.08
"Kep",2019,25,"gaussian",0.3,0.06,"[0.032-0.11]",0.08
"Kep",2019,26,"gaussian",0.3,0.063,"[0.034-0.12]",0.08
"Koh Kong",2007,1,"gaussian",0.55,0.025,"[0.017-0.039]",0.291
"Koh Kong",2007,2,"gaussian",0.55,0.025,"[0.016-0.038]",0.291
"Koh Kong",2007,3,"gaussian",0.55,0.023,"[0.015-0.034]",0.291
"Koh Kong",2007,4,"gaussian",0.55,0.023,"[0.015-0.035]",0.291
"Koh Kong",2007,5,"gaussian",0.55,0.022,"[0.015-0.034]",0.291
"Koh Kong",2007,6,"gaussian",0.55,0.024,"[0.016-0.036]",0.291
"Koh Kong",2007,7,"gaussian",0.55,0.023,"[0.015-0.035]",0.291
"Koh Kong",2007,8,"gaussian",0.55,0.023,"[0.015-0.035]",0.291
"Koh Kong",2007,9,"gaussian",0.55,0.028,"[0.018-0.042]",0.291
"Koh Kong",2007,10,"gaussian",0.55,0.027,"[0.018-0.042]",0.291
"Koh Kong",2007,11,"gaussian",0.55,0.019,"[0.012-0.03]",0.291
"Koh Kong",2007,12,"gaussian",0.55,0.028,"[0.018-0.042]",0.291
"Koh Kong",2007,13,"gaussian",0.55,0.028,"[0.018-0.043]",0.291
"Koh Kong",2007,14,"gaussian",0.55,0.027,"[0.017-0.042]",0.291
"Koh Kong",2007,15,"gaussian",0.55,0.03,"[0.019-0.046]",0.291
"Koh Kong",2007,16,"gaussian",0.55,0.023,"[0.015-0.035]",0.291
"Koh Kong",2007,17,"gaussian",0.55,0.023,"[0.015-0.034]",0.291
"Koh Kong",2007,18,"gaussian",0.55,0.023,"[0.015-0.035]",0.291
"Koh Kong",2007,19,"gaussian",0.55,0.023,"[0.015-0.034]",0.291
"Koh Kong",2007,20,"gaussian",0.55,0.023,"[0.015-0.034]",0.291
"Koh Kong",2007,21,"gaussian",0.55,0.027,"[0.018-0.04]",0.291
"Koh Kong",2007,22,"gaussian",0.55,0.026,"[0.017-0.039]",0.291
"Koh Kong",2007,23,"gaussian",0.55,0.024,"[0.015-0.037]",0.291
"Koh Kong",2007,24,"gaussian",0.55,0.022,"[0.014-0.034]",0.291
"Koh Kong",2007,25,"gaussian",0.55,0.025,"[0.017-0.038]",0.291
"Koh Kong",2007,26,"gaussian",0.55,0.023,"[0.015-0.036]",0.291
"Koh Kong",2012,1,"gaussian",0.67,0.12,"[0.085-0.18]",-0.075
"Koh Kong",2012,2,"gaussian",0.67,0.11,"[0.077-0.16]",-0.075
"Koh Kong",2012,3,"gaussian",0.67,0.11,"[0.076-0.16]",-0.075
"Koh Kong",2012,4,"gaussian",0.67,0.11,"[0.079-0.16]",-0.075
"Koh Kong",2012,5,"gaussian",0.67,0.16,"[0.11-0.23]",-0.075
"Koh Kong",2012,6,"gaussian",0.67,0.14,"[0.094-0.2]",-0.075
"Koh Kong",2012,7,"gaussian",0.67,0.15,"[0.1-0.22]",-0.075
"Koh Kong",2012,8,"gaussian",0.67,0.11,"[0.075-0.16]",-0.075
"Koh Kong",2012,9,"gaussian",0.67,0.12,"[0.086-0.18]",-0.075
"Koh Kong",2012,10,"gaussian",0.67,0.12,"[0.079-0.17]",-0.075
"Koh Kong",2012,11,"gaussian",0.67,0.14,"[0.1-0.21]",-0.075
"Koh Kong",2012,12,"gaussian",0.67,0.15,"[0.1-0.22]",-0.075
"Koh Kong",2012,13,"gaussian",0.67,0.14,"[0.097-0.21]",-0.075
"Koh Kong",2012,14,"gaussian",0.67,0.16,"[0.11-0.24]",-0.075
"Koh Kong",2012,15,"gaussian",0.67,0.13,"[0.086-0.19]",-0.075
"Koh Kong",2012,16,"gaussian",0.67,0.16,"[0.11-0.24]",-0.075
"Koh Kong",2012,17,"gaussian",0.67,0.12,"[0.084-0.18]",-0.075
"Koh Kong",2012,18,"gaussian",0.67,0.15,"[0.1-0.21]",-0.075
"Koh Kong",2012,19,"gaussian",0.67,0.13,"[0.091-0.2]",-0.075
"Koh Kong",2012,20,"gaussian",0.67,0.16,"[0.11-0.23]",-0.075
"Koh Kong",2012,21,"gaussian",0.67,0.14,"[0.092-0.2]",-0.075
"Koh Kong",2012,22,"gaussian",0.67,0.12,"[0.08-0.17]",-0.075
"Koh Kong",2012,23,"gaussian",0.67,0.11,"[0.078-0.16]",-0.075
"Koh Kong",2012,24,"gaussian",0.67,0.17,"[0.12-0.24]",-0.075
"Koh Kong",2012,25,"gaussian",0.67,0.12,"[0.08-0.17]",-0.075
"Koh Kong",2012,26,"gaussian",0.67,0.12,"[0.082-0.17]",-0.075
"Koh Kong",2019,1,"lm",0.64,0.00059,"[0.00052-0.00068]",0.717
"Koh Kong",2019,2,"lm",0.64,0.00069,"[6e-04-0.00078]",0.717
"Koh Kong",2019,3,"lm",0.64,0.00085,"[0.00075-0.00097]",0.717
"Koh Kong",2019,4,"lm",0.64,7e-04,"[0.00061-0.00079]",0.717
"Koh Kong",2019,5,"lm",0.64,0.00081,"[0.00071-0.00092]",0.717
"Koh Kong",2019,6,"lm",0.64,0.00059,"[0.00052-0.00068]",0.717
"Koh Kong",2019,7,"lm",0.64,0.00094,"[0.00083-0.0011]",0.717
"Koh Kong",2019,8,"lm",0.64,0.00091,"[8e-04-0.001]",0.717
"Koh Kong",2019,9,"lm",0.64,0.00064,"[0.00056-0.00074]",0.717
"Koh Kong",2019,10,"lm",0.64,0.00085,"[0.00075-0.00097]",0.717
"Koh Kong",2019,11,"lm",0.64,0.0016,"[0.0014-0.0018]",0.717
"Koh Kong",2019,12,"lm",0.64,0.001,"[0.00088-0.0012]",0.717
"Koh Kong",2019,13,"lm",0.64,0.00078,"[0.00068-9e-04]",0.717
"Koh Kong",2019,14,"lm",0.64,0.00075,"[0.00066-0.00086]",0.717
"Koh Kong",2019,15,"lm",0.64,0.00089,"[0.00078-0.001]",0.717
"Koh Kong",2019,16,"lm",0.64,0.00095,"[0.00084-0.0011]",0.717
"Koh Kong",2019,17,"lm",0.64,0.00059,"[0.00051-0.00067]",0.717
"Koh Kong",2019,18,"lm",0.64,0.00084,"[0.00074-0.00095]",0.717
"Koh Kong",2019,19,"lm",0.64,0.00079,"[7e-04-9e-04]",0.717
"Koh Kong",2019,20,"lm",0.64,0.00085,"[0.00075-0.00097]",0.717
"Koh Kong",2019,21,"lm",0.64,0.00076,"[0.00067-0.00087]",0.717
"Koh Kong",2019,22,"lm",0.64,0.00072,"[0.00063-0.00082]",0.717
"Koh Kong",2019,23,"lm",0.64,0.00095,"[0.00084-0.0011]",0.717
"Koh Kong",2019,24,"lm",0.64,0.00072,"[0.00063-0.00082]",0.717
"Koh Kong",2019,25,"lm",0.64,0.00072,"[0.00063-0.00082]",0.717
"Koh Kong",2019,26,"lm",0.64,0.001,"[0.00088-0.0011]",0.717
"Kratie",2007,1,"gaussian",0.58,0.0073,"[0.0065-0.0082]",0.386
"Kratie",2007,2,"gaussian",0.58,0.007,"[0.0062-0.0079]",0.386
"Kratie",2007,3,"gaussian",0.58,0.0067,"[0.0059-0.0075]",0.386
"Kratie",2007,4,"gaussian",0.58,0.0082,"[0.0073-0.0092]",0.386
"Kratie",2007,5,"gaussian",0.58,0.016,"[0.014-0.017]",0.386
"Kratie",2007,6,"gaussian",0.58,0.0093,"[0.0082-0.01]",0.386
"Kratie",2007,7,"gaussian",0.58,0.005,"[0.0044-0.0057]",0.386
"Kratie",2007,8,"gaussian",0.58,0.0063,"[0.0056-0.0071]",0.386
"Kratie",2007,9,"gaussian",0.58,0.0082,"[0.0073-0.0091]",0.386
"Kratie",2007,10,"gaussian",0.58,0.0089,"[0.008-0.01]",0.386
"Kratie",2007,11,"gaussian",0.58,0.021,"[0.019-0.023]",0.386
"Kratie",2007,12,"gaussian",0.58,0.016,"[0.014-0.018]",0.386
"Kratie",2007,13,"gaussian",0.58,0.023,"[0.02-0.026]",0.386
"Kratie",2007,14,"gaussian",0.58,0.019,"[0.017-0.022]",0.386
"Kratie",2007,15,"gaussian",0.58,0.0086,"[0.0075-0.0098]",0.386
"Kratie",2007,16,"gaussian",0.58,0.016,"[0.014-0.018]",0.386
"Kratie",2007,17,"gaussian",0.58,0.0098,"[0.0087-0.011]",0.386
"Kratie",2007,18,"gaussian",0.58,0.013,"[0.012-0.015]",0.386
"Kratie",2007,19,"gaussian",0.58,0.0092,"[0.0081-0.01]",0.386
"Kratie",2007,20,"gaussian",0.58,0.0099,"[0.0088-0.011]",0.386
"Kratie",2007,21,"gaussian",0.58,0.0085,"[0.0075-0.0095]",0.386
"Kratie",2007,22,"gaussian",0.58,0.0092,"[0.0082-0.01]",0.386
"Kratie",2007,23,"gaussian",0.58,0.0078,"[0.0069-0.0088]",0.386
"Kratie",2007,24,"gaussian",0.58,0.0071,"[0.0064-0.008]",0.386
"Kratie",2007,25,"gaussian",0.58,0.0083,"[0.0074-0.0092]",0.386
"Kratie",2007,26,"gaussian",0.58,0.007,"[0.0062-0.0079]",0.386
"Kratie",2012,1,"lm",0.36,0.00023,"[0.00021-0.00026]",0.694
"Kratie",2012,2,"lm",0.36,0.00023,"[2e-04-0.00026]",0.694
"Kratie",2012,3,"lm",0.36,0.00023,"[2e-04-0.00026]",0.694
"Kratie",2012,4,"lm",0.36,0.00023,"[2e-04-0.00025]",0.694
"Kratie",2012,5,"lm",0.36,0.00022,"[2e-04-0.00025]",0.694
"Kratie",2012,6,"lm",0.36,0.00022,"[0.00019-0.00025]",0.694
"Kratie",2012,7,"lm",0.36,3e-04,"[0.00027-0.00033]",0.694
"Kratie",2012,8,"lm",0.36,0.00028,"[0.00025-0.00031]",0.694
"Kratie",2012,9,"lm",0.36,0.00025,"[0.00022-0.00028]",0.694
"Kratie",2012,10,"lm",0.36,7e-04,"[0.00064-0.00077]",0.694
"Kratie",2012,11,"lm",0.36,0.00066,"[0.00059-0.00073]",0.694
"Kratie",2012,12,"lm",0.36,0.00055,"[0.00049-0.00062]",0.694
"Kratie",2012,13,"lm",0.36,0.00032,"[0.00028-0.00036]",0.694
"Kratie",2012,14,"lm",0.36,0.00051,"[0.00045-0.00056]",0.694
"Kratie",2012,15,"lm",0.36,0.00044,"[0.00039-5e-04]",0.694
"Kratie",2012,16,"lm",0.36,0.00025,"[0.00022-0.00028]",0.694
"Kratie",2012,17,"lm",0.36,0.00041,"[0.00037-0.00046]",0.694
"Kratie",2012,18,"lm",0.36,0.00025,"[0.00022-0.00028]",0.694
"Kratie",2012,19,"lm",0.36,3e-04,"[0.00027-0.00034]",0.694
"Kratie",2012,20,"lm",0.36,0.00017,"[0.00015-0.00019]",0.694
"Kratie",2012,21,"lm",0.36,0.00023,"[2e-04-0.00026]",0.694
"Kratie",2012,22,"lm",0.36,0.00024,"[0.00021-0.00027]",0.694
"Kratie",2012,23,"lm",0.36,0.00024,"[0.00021-0.00027]",0.694
"Kratie",2012,24,"lm",0.36,0.00021,"[0.00018-0.00024]",0.694
"Kratie",2012,25,"lm",0.36,0.00022,"[2e-04-0.00025]",0.694
"Kratie",2012,26,"lm",0.36,0.00023,"[2e-04-0.00026]",0.694
"Kratie",2019,1,"gaussian",0.29,0.0067,"[0.0061-0.0074]",0.39
"Kratie",2019,2,"gaussian",0.29,0.007,"[0.0063-0.0077]",0.39
"Kratie",2019,3,"gaussian",0.29,0.0068,"[0.0061-0.0074]",0.39
"Kratie",2019,4,"gaussian",0.29,0.0065,"[0.0059-0.0072]",0.39
"Kratie",2019,5,"gaussian",0.29,0.0063,"[0.0058-0.007]",0.39
"Kratie",2019,6,"gaussian",0.29,0.0066,"[0.006-0.0073]",0.39
"Kratie",2019,7,"gaussian",0.29,0.0072,"[0.0065-0.0079]",0.39
"Kratie",2019,8,"gaussian",0.29,0.0062,"[0.0057-0.0069]",0.39
"Kratie",2019,9,"gaussian",0.29,0.016,"[0.015-0.018]",0.39
"Kratie",2019,10,"gaussian",0.29,0.0087,"[0.0078-0.0096]",0.39
"Kratie",2019,11,"gaussian",0.29,0.0091,"[0.0083-0.01]",0.39
"Kratie",2019,12,"gaussian",0.29,0.01,"[0.0093-0.011]",0.39
"Kratie",2019,13,"gaussian",0.29,0.012,"[0.011-0.013]",0.39
"Kratie",2019,14,"gaussian",0.29,0.0082,"[0.0074-0.0091]",0.39
"Kratie",2019,15,"gaussian",0.29,0.016,"[0.015-0.018]",0.39
"Kratie",2019,16,"gaussian",0.29,0.012,"[0.011-0.014]",0.39
"Kratie",2019,17,"gaussian",0.29,0.017,"[0.015-0.018]",0.39
"Kratie",2019,18,"gaussian",0.29,0.0092,"[0.0083-0.01]",0.39
"Kratie",2019,19,"gaussian",0.29,0.0083,"[0.0075-0.0092]",0.39
"Kratie",2019,20,"gaussian",0.29,0.0097,"[0.0088-0.011]",0.39
"Kratie",2019,21,"gaussian",0.29,0.0085,"[0.0077-0.0093]",0.39
"Kratie",2019,22,"gaussian",0.29,0.01,"[0.0095-0.011]",0.39
"Kratie",2019,23,"gaussian",0.29,0.008,"[0.0073-0.0089]",0.39
"Kratie",2019,24,"gaussian",0.29,0.009,"[0.0082-0.0099]",0.39
"Kratie",2019,25,"gaussian",0.29,0.0075,"[0.0068-0.0082]",0.39
"Kratie",2019,26,"gaussian",0.29,0.0087,"[0.0079-0.0096]",0.39
"Mondul Kiri",2007,1,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,2,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,3,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,4,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,5,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,6,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,7,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,8,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,9,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,10,"lm",0.15,0.025,"[0.0033-0.2]",0
"Mondul Kiri",2007,11,"lm",0.15,0.023,"[0.0029-0.19]",0
"Mondul Kiri",2007,12,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,13,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,14,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,15,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,16,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,17,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,18,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,19,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,20,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,21,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,22,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,23,"lm",0.15,0.025,"[0.0033-0.2]",0
"Mondul Kiri",2007,24,"lm",0.15,0.023,"[0.0029-0.19]",0
"Mondul Kiri",2007,25,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2007,26,"lm",0.15,0.023,"[0.003-0.19]",0
"Mondul Kiri",2012,1,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,2,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,3,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,4,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,5,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,6,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,7,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,8,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,9,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,10,"lm",0.2,0.042,"[0.0053-0.35]",0.005
"Mondul Kiri",2012,11,"lm",0.2,0.037,"[0.0045-0.33]",0.005
"Mondul Kiri",2012,12,"lm",0.2,0.037,"[0.0048-0.31]",0.005
"Mondul Kiri",2012,13,"lm",0.2,0.037,"[0.0048-0.31]",0.005
"Mondul Kiri",2012,14,"lm",0.2,0.037,"[0.0048-0.31]",0.005
"Mondul Kiri",2012,15,"lm",0.2,0.037,"[0.0048-0.31]",0.005
"Mondul Kiri",2012,16,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,17,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,18,"lm",0.2,0.037,"[0.0047-0.31]",0.005
"Mondul Kiri",2012,19,"lm",0.2,0.042,"[0.0054-0.35]",0.005
"Mondul Kiri",2012,20,"lm",0.2,0.037,"[0.0045-0.33]",0.005
"Mondul Kiri",2012,21,"lm",0.2,0.037,"[0.0048-0.32]",0.005
"Mondul Kiri",2012,22,"lm",0.2,0.037,"[0.0048-0.32]",0.005
"Mondul Kiri",2012,23,"lm",0.2,0.037,"[0.0048-0.32]",0.005
"Mondul Kiri",2012,24,"lm",0.2,0.037,"[0.0048-0.32]",0.005
"Mondul Kiri",2012,25,"lm",0.2,0.037,"[0.0048-0.31]",0.005
"Mondul Kiri",2012,26,"lm",0.2,0.038,"[0.0048-0.32]",0.005
"Mondul Kiri",2019,1,"gaussian",0.51,0.00085,"[7e-04-0.001]",0.61
"Mondul Kiri",2019,2,"gaussian",0.51,0.00092,"[0.00075-0.0011]",0.61
"Mondul Kiri",2019,3,"gaussian",0.51,0.00079,"[0.00064-0.00096]",0.61
"Mondul Kiri",2019,4,"gaussian",0.51,0.00083,"[0.00068-0.001]",0.61
"Mondul Kiri",2019,5,"gaussian",0.51,0.00083,"[0.00068-0.001]",0.61
"Mondul Kiri",2019,6,"gaussian",0.51,0.00081,"[0.00066-0.00099]",0.61
"Mondul Kiri",2019,7,"gaussian",0.51,8e-04,"[0.00066-0.00097]",0.61
"Mondul Kiri",2019,8,"gaussian",0.51,0.00079,"[0.00065-0.00096]",0.61
"Mondul Kiri",2019,9,"gaussian",0.51,0.00079,"[0.00064-0.00095]",0.61
"Mondul Kiri",2019,10,"gaussian",0.51,0.00078,"[0.00064-0.00095]",0.61
"Mondul Kiri",2019,11,"gaussian",0.51,0.0045,"[0.0039-0.005]",0.61
"Mondul Kiri",2019,12,"gaussian",0.51,3e-04,"[0.00023-0.00038]",0.61
"Mondul Kiri",2019,13,"gaussian",0.51,0.0057,"[0.0051-0.0064]",0.61
"Mondul Kiri",2019,14,"gaussian",0.51,0.00078,"[0.00063-0.00095]",0.61
"Mondul Kiri",2019,15,"gaussian",0.51,0.0026,"[0.0023-0.0031]",0.61
"Mondul Kiri",2019,16,"gaussian",0.51,0.0014,"[0.0012-0.0017]",0.61
"Mondul Kiri",2019,17,"gaussian",0.51,0.0012,"[0.001-0.0015]",0.61
"Mondul Kiri",2019,18,"gaussian",0.51,0.001,"[0.00085-0.0012]",0.61
"Mondul Kiri",2019,19,"gaussian",0.51,0.00057,"[0.00046-7e-04]",0.61
"Mondul Kiri",2019,20,"gaussian",0.51,0.00081,"[0.00066-0.00099]",0.61
"Mondul Kiri",2019,21,"gaussian",0.51,0.00073,"[0.00059-0.00089]",0.61
"Mondul Kiri",2019,22,"gaussian",0.51,0.00076,"[0.00062-0.00092]",0.61
"Mondul Kiri",2019,23,"gaussian",0.51,0.00075,"[0.00061-0.00092]",0.61
"Mondul Kiri",2019,24,"gaussian",0.51,0.00074,"[6e-04-9e-04]",0.61
"Mondul Kiri",2019,25,"gaussian",0.51,0.00073,"[6e-04-0.00089]",0.61
"Mondul Kiri",2019,26,"gaussian",0.51,0.00078,"[0.00063-0.00097]",0.61
"Otdar Meanchey",2007,1,"gaussian",0.61,0.015,"[0.013-0.017]",0.299
